,age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
448,26,Private,162602,Bachelors,11,Married-civ-spouse,Adm-clerical,Not-in-family,White,Female,-104,2,40,United-States,<=50K
449,42,?,142530,Bachelors,9,Married-civ-spouse,Sales,Husband,White,Male,-73,-6,40,United-States,>50K
450,23,State-gov,57046,Masters,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,-118,7,40,United-States,<=50K
451,23,Self-emp-not-inc,173148,HS-grad,9,Never-married,Exec-managerial,Unmarried,White,Male,-102,2,40,United-States,<=50K
452,60,Self-emp-not-inc,251068,Some-college,10,Married-civ-spouse,Prof-specialty,Not-in-family,Asian-Pac-Islander,Female,22,3,36,United-States,>50K
453,25,Self-emp-not-inc,74366,Assoc-voc,10,Married-civ-spouse,Craft-repair,Unmarried,Black,Male,-32,3,53,United-States,<=50K
454,53,Private,215687,Assoc-acdm,8,Married-civ-spouse,Craft-repair,Not-in-family,Asian-Pac-Islander,Male,-30,2,40,?,>50K
455,51,Private,129339,HS-grad,9,Married-civ-spouse,Adm-clerical,Unmarried,White,Male,-109,5,63,United-States,<=50K
456,29,Private,155603,Some-college,9,Divorced,Priv-house-serv,Not-in-family,White,Male,14,6,40,?,<=50K
457,28,State-gov,103138,HS-grad,7,Married-civ-spouse,Machine-op-inspct,Own-child,White,Male,25,2,40,Canada,<=50K
458,33,Private,62104,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Male,35,-1,65,United-States,<=50K
459,29,Private,124914,Bachelors,9,Married-civ-spouse,Handlers-cleaners,Own-child,White,Male,6,6,40,United-States,<=50K
460,46,Private,189687,HS-grad,14,Never-married,Adm-clerical,Husband,Asian-Pac-Islander,Female,-94,4,26,United-States,<=50K
461,56,Self-emp-inc,219815,HS-grad,10,Never-married,Prof-specialty,Own-child,Other,Female,13744,4,40,Outlying-US(Guam-USVI-etc),<=50K
462,35,Private,30542,HS-grad,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,-72,6,40,Portugal,<=50K
463,22,Self-emp-inc,173941,HS-grad,9,Never-married,Prof-specialty,Husband,White,Male,-102,2321,40,United-States,<=50K
464,35,Local-gov,278010,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Male,-154,3,40,United-States,>50K
465,25,Private,48768,Some-college,9,Married-civ-spouse,Sales,Not-in-family,White,Male,-64,2,52,United-States,<=50K
466,57,Federal-gov,117286,Bachelors,17,Married-civ-spouse,Adm-clerical,Not-in-family,White,Male,-115,6,40,United-States,<=50K
467,30,Private,197720,HS-grad,14,Married-civ-spouse,Adm-clerical,Husband,White,Male,920,-2,36,Taiwan,<=50K
468,79,?,123872,HS-grad,14,Never-married,Adm-clerical,Not-in-family,White,Female,-119,-1,30,United-States,<=50K
469,40,?,236598,HS-grad,10,Divorced,Machine-op-inspct,Not-in-family,White,Male,-648,5,40,Canada,>50K
470,39,Federal-gov,72309,HS-grad,7,Separated,Adm-clerical,Husband,White,Male,-803,-2,51,United-States,<=50K
471,74,Federal-gov,155009,12th,10,Divorced,Handlers-cleaners,Own-child,White,Female,-90,0,31,United-States,<=50K
472,55,Self-emp-inc,127278,HS-grad,10,Never-married,Adm-clerical,Other-relative,White,Male,-14,2,40,United-States,<=50K
473,47,Self-emp-not-inc,116413,11th,9,Married-civ-spouse,Prof-specialty,Unmarried,White,Male,-1142,3,40,Dominican-Republic,<=50K
474,24,Self-emp-inc,180922,Bachelors,11,Divorced,Prof-specialty,Unmarried,Amer-Indian-Eskimo,Male,-87,5,40,United-States,<=50K
475,61,Federal-gov,288169,HS-grad,16,Married-civ-spouse,Other-service,Own-child,White,Male,-137,2693,40,United-States,>50K
476,21,Self-emp-not-inc,86785,HS-grad,9,Never-married,Machine-op-inspct,Own-child,Black,Female,-145,5,38,United-States,>50K
477,39,Private,46837,11th,9,Divorced,Transport-moving,Husband,White,Female,-85,3,40,China,<=50K
478,22,Private,146705,HS-grad,14,Never-married,Protective-serv,Not-in-family,White,Male,3,-3,40,United-States,<=50K
479,38,Self-emp-inc,261344,Some-college,9,Married-AF-spouse,Prof-specialty,Own-child,White,Male,-89,1,40,United-States,<=50K
480,27,Private,57683,HS-grad,10,Married-civ-spouse,Adm-clerical,Husband,Amer-Indian-Eskimo,Male,-57,5,41,United-States,>50K
481,46,Private,163676,HS-grad,10,Never-married,Prof-specialty,Husband,Black,Female,-37,3,20,United-States,>50K
482,25,Federal-gov,137672,7th-8th,9,Married-civ-spouse,Protective-serv,Husband,White,Female,-503,-3,50,United-States,<=50K
483,25,Self-emp-not-inc,353252,HS-grad,4,Never-married,?,Husband,Other,Male,-142,4,33,United-States,>50K
484,38,?,60844,5th-6th,11,Married-civ-spouse,Farming-fishing,Husband,White,Male,-42,1,40,United-States,>50K
485,61,?,97562,10th,10,Married-civ-spouse,Prof-specialty,Not-in-family,White,Male,-75,2894,51,United-States,<=50K
486,23,Private,116428,HS-grad,10,Never-married,Craft-repair,Unmarried,White,Male,-58,2,40,United-States,<=50K
487,47,State-gov,171161,Assoc-acdm,11,Married-civ-spouse,Prof-specialty,Not-in-family,White,Male,-141,2,52,United-States,<=50K
488,28,?,155926,Assoc-acdm,10,Married-civ-spouse,Prof-specialty,Not-in-family,Black,Male,-87,0,63,Taiwan,>50K
489,92,Private,24245,HS-grad,17,Never-married,Exec-managerial,Not-in-family,White,Male,6745,5,51,United-States,<=50K
490,35,Private,55668,HS-grad,9,Divorced,Prof-specialty,Husband,White,Male,-110,-4,17,United-States,>50K
491,28,Private,173801,Masters,11,Married-civ-spouse,Adm-clerical,Unmarried,White,Female,-34,-4,62,United-States,>50K
492,41,Private,75730,HS-grad,10,Divorced,Craft-repair,Husband,White,Male,-54,-3,40,United-States,>50K
493,24,Federal-gov,208828,5th-6th,13,Married-civ-spouse,Machine-op-inspct,Other-relative,White,Male,-89,5,39,United-States,<=50K
494,34,Private,158151,HS-grad,10,Never-married,Tech-support,Own-child,White,Male,-97,2,40,United-States,>50K
495,30,Private,322211,Bachelors,10,Married-civ-spouse,Adm-clerical,Not-in-family,White,Male,12474,-3,61,United-States,>50K
496,19,Private,189886,Masters,10,Married-civ-spouse,Tech-support,Unmarried,White,Female,-114,7,79,United-States,<=50K
497,37,Never-worked,106962,HS-grad,4,Married-civ-spouse,Sales,Husband,White,Male,3,6,17,United-States,>50K
498,32,Local-gov,212847,Some-college,11,Married-civ-spouse,Transport-moving,Husband,White,Male,-730,-5,40,United-States,>50K
499,22,Private,118994,Some-college,11,Never-married,?,Not-in-family,White,Male,-121,3,48,United-States,<=50K
500,28,Local-gov,113085,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,-93,5,38,United-States,>50K
501,43,Self-emp-inc,234144,HS-grad,7,Married-civ-spouse,Adm-clerical,Unmarried,White,Female,4835,-2,26,Ireland,<=50K
502,37,Private,103332,HS-grad,9,Married-civ-spouse,Adm-clerical,Own-child,White,Male,-98,3,40,United-States,>50K
503,21,Private,98734,Bachelors,13,Married-civ-spouse,?,Husband,White,Male,-27,4,40,United-States,>50K
504,18,Private,203972,Bachelors,14,Never-married,?,Own-child,White,Male,-122,5,23,United-States,<=50K
505,25,Private,183637,HS-grad,9,Married-spouse-absent,?,Not-in-family,White,Male,-18,3,40,United-States,>50K
506,31,Private,257360,Assoc-acdm,9,Separated,Sales,Unmarried,White,Male,-138,8,19,United-States,<=50K
507,41,Private,68415,Bachelors,10,Married-civ-spouse,Prof-specialty,Not-in-family,White,Female,-81,2,40,United-States,>50K
508,46,Private,114201,Masters,9,Married-spouse-absent,Craft-repair,Husband,White,Female,-92,4,40,United-States,<=50K
509,56,Self-emp-inc,31303,Bachelors,9,Divorced,Transport-moving,Not-in-family,White,Male,-49,0,52,United-States,<=50K
510,44,Federal-gov,229456,Masters,9,Divorced,Craft-repair,Husband,White,Male,970,5,35,United-States,<=50K
511,49,Private,292233,HS-grad,13,Married-civ-spouse,Exec-managerial,Unmarried,White,Male,-69,2,40,United-States,>50K
512,37,Private,239486,Some-college,9,Married-civ-spouse,Craft-repair,Unmarried,Black,Male,-125,4,40,United-States,<=50K
513,37,Private,252194,HS-grad,14,Divorced,Handlers-cleaners,Other-relative,White,Female,-135,3,40,United-States,>50K
514,17,Private,284295,Some-college,9,Divorced,Protective-serv,Husband,White,Male,-35,5,17,United-States,<=50K
515,34,Self-emp-not-inc,94829,Assoc-voc,10,Married-civ-spouse,Prof-specialty,Own-child,White,Male,-37,2,40,United-States,>50K
516,19,Private,173175,Bachelors,5,Married-civ-spouse,?,Not-in-family,White,Male,-60,5,50,United-States,<=50K
517,46,Private,290174,Assoc-voc,10,Married-civ-spouse,Other-service,Wife,White,Female,-115,1,52,India,>50K
518,62,Private,100796,Masters,11,Widowed,Prof-specialty,Not-in-family,Black,Male,-105,2,67,United-States,>50K
519,25,?,415327,Bachelors,11,Divorced,Craft-repair,Own-child,White,Male,-58,1,38,United-States,<=50K
520,76,Self-emp-not-inc,244072,HS-grad,4,Widowed,Adm-clerical,Husband,Black,Female,-66,3,40,El-Salvador,<=50K
521,53,Self-emp-inc,123246,Masters,10,Married-civ-spouse,Other-service,Not-in-family,White,Male,38,6,48,United-States,>50K
522,27,Private,334978,HS-grad,9,Married-civ-spouse,Prof-specialty,Own-child,White,Male,-59,5,40,United-States,<=50K
523,37,Private,206447,10th,11,Married-civ-spouse,Other-service,Husband,White,Female,-76,-2,28,United-States,<=50K
524,70,Local-gov,81808,HS-grad,11,Married-civ-spouse,Machine-op-inspct,Own-child,White,Male,-47,5,40,United-States,>50K
525,36,Private,47736,Assoc-acdm,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,-133,2,32,United-States,<=50K
526,54,Self-emp-not-inc,34530,10th,9,Married-civ-spouse,Other-service,Husband,White,Male,3667,1,40,United-States,<=50K
527,51,?,197154,1st-4th,9,Married-civ-spouse,Adm-clerical,Not-in-family,White,Male,-82,-6,36,United-States,<=50K
528,43,Local-gov,159700,Prof-school,3,Never-married,Adm-clerical,Not-in-family,White,Female,-25,4,47,United-States,>50K
529,37,Private,294192,Some-college,10,Married-civ-spouse,Sales,Wife,White,Male,-57,4,62,United-States,>50K
530,31,Private,266562,HS-grad,11,Married-civ-spouse,Exec-managerial,Unmarried,White,Female,32,5,25,United-States,<=50K
531,16,Private,350380,HS-grad,10,Married-civ-spouse,Other-service,Not-in-family,Black,Male,-131,5,40,United-States,<=50K
532,24,Self-emp-not-inc,112318,Some-college,9,Married-civ-spouse,Handlers-cleaners,Unmarried,Other,Male,-143,4,40,United-States,<=50K
533,20,Private,69911,Doctorate,13,Married-civ-spouse,Craft-repair,Own-child,White,Male,-77,6,30,Trinadad&Tobago,<=50K
534,51,Private,279275,Bachelors,7,Married-civ-spouse,Adm-clerical,Own-child,White,Male,-151,5,65,United-States,<=50K
535,33,Self-emp-not-inc,276975,HS-grad,10,Divorced,Adm-clerical,Not-in-family,Black,Male,-89,2,32,United-States,>50K
536,34,Private,62665,Assoc-voc,9,Married-civ-spouse,Sales,Own-child,White,Male,-78,3,40,United-States,<=50K
537,33,Local-gov,231286,HS-grad,16,Married-civ-spouse,Prof-specialty,Not-in-family,White,Male,-124,4,30,United-States,<=50K
538,19,Private,270408,HS-grad,4,Married-civ-spouse,?,Husband,White,Male,-116,6,40,United-States,>50K
539,34,Private,117623,HS-grad,9,Separated,Other-service,Own-child,White,Male,-74,7,40,United-States,<=50K
540,21,Private,170437,1st-4th,14,Never-married,Other-service,Husband,Black,Female,-74,1,12,United-States,>50K
541,24,Self-emp-not-inc,376648,HS-grad,17,Married-civ-spouse,Adm-clerical,Husband,White,Male,-78,-1,40,United-States,<=50K
542,89,Self-emp-not-inc,119256,7th-8th,10,Married-civ-spouse,Prof-specialty,Not-in-family,White,Female,-26,-1,40,United-States,<=50K
543,58,Private,154267,Assoc-voc,6,Separated,Sales,Husband,Black,Male,-61,2,40,United-States,>50K
544,53,?,167647,Prof-school,11,Married-civ-spouse,Adm-clerical,Own-child,White,Female,-121,1,40,United-States,>50K
545,21,Private,73332,Assoc-acdm,10,Divorced,Other-service,Not-in-family,Black,Female,-27,-1,26,United-States,<=50K
546,43,Private,232032,Some-college,11,Never-married,Other-service,Husband,White,Female,-12,5,40,United-States,<=50K
547,105,Local-gov,491957,Assoc-acdm,9,Married-civ-spouse,Protective-serv,Husband,Black,Male,-138,-3,40,El-Salvador,<=50K
548,45,Private,136733,HS-grad,10,Married-civ-spouse,Adm-clerical,Husband,Asian-Pac-Islander,Male,-3,1,46,United-States,<=50K
549,51,Private,342164,Bachelors,9,Divorced,Protective-serv,Own-child,White,Male,-77,-5,58,United-States,<=50K
550,39,Never-worked,126407,Assoc-voc,10,Married-civ-spouse,Adm-clerical,Wife,White,Male,-108,7,40,United-States,<=50K
551,65,Private,278302,HS-grad,13,Married-civ-spouse,Prof-specialty,Unmarried,White,Male,-93,2274,40,United-States,<=50K
552,35,Never-worked,271632,HS-grad,10,Married-civ-spouse,Other-service,Unmarried,White,Female,-22,3,40,Taiwan,>50K
553,41,Private,152671,Bachelors,10,Married-civ-spouse,Tech-support,Unmarried,White,Male,-106,-1,50,Philippines,>50K
554,36,Self-emp-inc,351187,Bachelors,9,Never-married,Exec-managerial,Unmarried,White,Female,5895,3,40,United-States,<=50K
555,28,Federal-gov,144604,HS-grad,17,Married-civ-spouse,?,Husband,White,Male,-96,1,38,United-States,<=50K
556,24,Federal-gov,292928,Masters,9,Married-civ-spouse,Adm-clerical,Other-relative,White,Male,-127,2,32,United-States,<=50K
557,57,Self-emp-not-inc,240242,9th,9,Married-civ-spouse,Craft-repair,Not-in-family,White,Male,-33,3,40,United-States,<=50K
558,50,Private,301066,HS-grad,10,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Female,-25,-2,51,Germany,<=50K
559,27,State-gov,394180,Bachelors,10,Married-civ-spouse,Craft-repair,Own-child,White,Male,-149,5,40,United-States,>50K
560,42,Private,75682,9th,16,Never-married,Exec-managerial,Not-in-family,White,Male,60,-4,40,United-States,>50K
561,58,Private,385414,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Female,-18,0,40,United-States,<=50K
562,47,?,201715,HS-grad,10,Divorced,Exec-managerial,Not-in-family,Black,Female,29,5,33,United-States,<=50K
563,26,Private,235117,Some-college,10,Married-civ-spouse,?,Wife,White,Male,-104,2,40,Dominican-Republic,<=50K
564,34,Private,244659,Bachelors,11,Married-civ-spouse,Craft-repair,Husband,White,Male,-144,3,49,Italy,>50K
565,46,Private,160879,HS-grad,10,Married-civ-spouse,Craft-repair,Unmarried,White,Male,-26,-4,40,United-States,<=50K
566,51,?,538714,10th,14,Widowed,Prof-specialty,Own-child,White,Male,-33,1,30,United-States,<=50K
567,46,Private,228204,HS-grad,4,Married-civ-spouse,?,Own-child,Other,Male,-126,2,18,United-States,<=50K
568,27,Self-emp-not-inc,474191,5th-6th,6,Married-civ-spouse,Handlers-cleaners,Not-in-family,White,Male,-147,0,40,?,>50K
569,37,Private,23399,Some-college,10,Separated,Other-service,Own-child,White,Female,-126,4,40,United-States,<=50K
570,28,Private,241385,Some-college,13,Married-civ-spouse,Other-service,Unmarried,White,Male,-51,2,40,Haiti,<=50K
571,25,Private,172360,Some-college,7,Married-civ-spouse,Adm-clerical,Own-child,White,Male,-95,0,40,United-States,<=50K
572,28,Self-emp-not-inc,139314,12th,14,Never-married,Adm-clerical,Husband,White,Male,-96,0,12,United-States,<=50K
573,29,Private,59697,HS-grad,10,Never-married,Sales,Husband,White,Female,-133,7,40,United-States,>50K
574,38,?,290197,HS-grad,9,Never-married,Adm-clerical,Not-in-family,Asian-Pac-Islander,Male,10,-2,40,United-States,<=50K
575,41,Private,272877,Some-college,10,Never-married,Prof-specialty,Other-relative,White,Female,7117,0,40,United-States,>50K
576,38,Private,323912,Some-college,14,Never-married,Other-service,Not-in-family,White,Male,-289,2779,40,United-States,<=50K
577,48,Local-gov,268357,HS-grad,10,Married-civ-spouse,Craft-repair,Not-in-family,White,Male,-102,-1,40,Columbia,<=50K
578,85,Private,154057,HS-grad,9,Divorced,Tech-support,Husband,Asian-Pac-Islander,Male,-28,4,40,Mexico,<=50K
579,26,State-gov,165737,HS-grad,10,Married-civ-spouse,Sales,Own-child,White,Male,-83,5,32,United-States,<=50K
580,46,Private,24600,Some-college,13,Married-civ-spouse,Machine-op-inspct,Not-in-family,White,Male,20,-3,40,United-States,>50K
581,32,Self-emp-not-inc,122755,HS-grad,9,Married-civ-spouse,Prof-specialty,Not-in-family,White,Female,-53,1,40,United-States,<=50K
582,28,Private,145362,HS-grad,9,Married-civ-spouse,Prof-specialty,Not-in-family,White,Male,-51,8,37,United-States,>50K
583,46,Private,273063,Some-college,12,Married-civ-spouse,?,Unmarried,White,Male,-113,-3,52,United-States,<=50K
584,40,Private,319269,HS-grad,10,Married-civ-spouse,Craft-repair,Own-child,Asian-Pac-Islander,Male,-87,5,38,United-States,<=50K
585,66,Private,283327,Some-college,10,Married-civ-spouse,Farming-fishing,Unmarried,White,Male,14,-1,40,United-States,>50K
586,29,Private,145487,Some-college,10,Never-married,Craft-repair,Husband,Other,Male,-132,2,18,United-States,<=50K
587,20,Self-emp-not-inc,45376,HS-grad,9,Married-civ-spouse,Prof-specialty,Unmarried,White,Male,-90,4,51,United-States,<=50K
588,24,?,215274,Masters,8,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,-76,1,40,United-States,<=50K
589,48,Private,98651,HS-grad,10,Never-married,Exec-managerial,Husband,White,Male,-65,2,9,United-States,>50K
590,48,Federal-gov,80758,10th,10,Married-civ-spouse,Prof-specialty,Unmarried,White,Male,6300,3,57,Cuba,<=50K
591,53,Private,217331,HS-grad,10,Married-civ-spouse,Sales,Husband,White,Male,-112,3,52,El-Salvador,>50K
592,38,Local-gov,100674,10th,10,Never-married,Prof-specialty,Unmarried,White,Female,-45,-2,58,United-States,<=50K
593,26,Private,40826,11th,11,Married-civ-spouse,Craft-repair,Not-in-family,Asian-Pac-Islander,Female,-111,-1,40,United-States,<=50K
594,37,Federal-gov,40296,Some-college,9,Separated,Machine-op-inspct,Wife,Black,Female,7030,5,59,Portugal,<=50K
595,33,Private,146891,HS-grad,10,Widowed,Craft-repair,Husband,White,Male,-3,-5,49,United-States,<=50K
596,27,Private,321124,Some-college,9,Never-married,Other-service,Own-child,Other,Female,-117,6,35,Mexico,<=50K
597,62,Private,264399,Bachelors,10,Divorced,Transport-moving,Own-child,White,Male,-49,3,67,United-States,<=50K
598,21,Local-gov,48274,Assoc-acdm,11,Married-spouse-absent,Sales,Husband,White,Male,-60,-1,40,United-States,>50K
599,25,Private,106898,HS-grad,14,Married-civ-spouse,?,Own-child,White,Male,-99,5,51,United-States,>50K
600,43,Private,255598,HS-grad,4,Married-civ-spouse,Prof-specialty,Wife,White,Male,-134,0,40,United-States,>50K
601,56,?,67768,Bachelors,10,Married-civ-spouse,Other-service,Husband,White,Male,-41,3,32,United-States,>50K
602,36,Private,148622,HS-grad,10,Never-married,Prof-specialty,Not-in-family,White,Male,-129,5,40,United-States,<=50K
603,69,Self-emp-not-inc,43887,Assoc-voc,8,Divorced,Transport-moving,Unmarried,White,Female,-124,5,40,United-States,<=50K
604,44,?,148012,HS-grad,10,Married-civ-spouse,Priv-house-serv,Not-in-family,Black,Male,-126,7,40,United-States,<=50K
605,28,Local-gov,309335,HS-grad,10,Married-civ-spouse,Sales,Own-child,White,Male,-77,1,26,United-States,>50K
606,41,Private,198070,HS-grad,9,Never-married,Transport-moving,Unmarried,White,Male,-86,0,40,United-States,<=50K
607,17,Private,152085,HS-grad,10,Never-married,Transport-moving,Own-child,White,Male,6851,4,40,United-States,<=50K
608,64,Local-gov,332060,12th,15,Married-civ-spouse,Sales,Not-in-family,White,Male,5453,2,50,United-States,<=50K
609,39,Private,167021,HS-grad,9,Widowed,Sales,Husband,Asian-Pac-Islander,Male,-119,-1,40,United-States,<=50K
610,43,Private,206261,HS-grad,10,Married-civ-spouse,Craft-repair,Own-child,White,Male,-109,2,36,United-States,<=50K
611,47,Self-emp-not-inc,423328,HS-grad,9,Married-spouse-absent,Exec-managerial,Own-child,White,Male,-22,4,40,United-States,<=50K
612,21,?,368582,10th,10,Married-civ-spouse,Handlers-cleaners,Husband,Other,Male,-99,6,40,United-States,>50K
613,38,Private,134928,5th-6th,10,Never-married,Sales,Wife,White,Male,4204,4,51,United-States,<=50K
614,36,Private,70613,HS-grad,10,Married-civ-spouse,Prof-specialty,Other-relative,White,Male,-97,1,40,Guatemala,<=50K
615,34,Self-emp-not-inc,36458,Some-college,9,Married-civ-spouse,Tech-support,Own-child,Other,Male,-110,-1,40,United-States,>50K
616,33,Local-gov,195683,Some-college,9,Never-married,Exec-managerial,Not-in-family,Black,Female,-26,2893,97,El-Salvador,<=50K
617,33,Private,153293,HS-grad,14,Married-civ-spouse,Prof-specialty,Unmarried,White,Male,-124,2,40,United-States,<=50K
618,24,Private,164990,Prof-school,9,Never-married,Other-service,Not-in-family,Asian-Pac-Islander,Female,-69,2,51,United-States,<=50K
619,34,Private,281233,HS-grad,9,Never-married,Adm-clerical,Other-relative,White,Female,-62,0,40,United-States,<=50K
620,47,Private,223313,HS-grad,14,Married-civ-spouse,?,Not-in-family,White,Male,-129,1,40,United-States,<=50K
621,46,Self-emp-not-inc,152640,11th,10,Married-civ-spouse,Craft-repair,Not-in-family,White,Male,-102,0,27,United-States,<=50K
622,23,Private,307995,HS-grad,9,Married-civ-spouse,?,Other-relative,White,Male,-122,4,47,Hong,<=50K
623,43,Self-emp-not-inc,58506,HS-grad,14,Separated,Prof-specialty,Unmarried,White,Female,-42,-6,40,United-States,<=50K
624,55,State-gov,160288,Some-college,9,Married-civ-spouse,Adm-clerical,Not-in-family,White,Female,-60,4,52,United-States,<=50K
625,61,Private,135114,Assoc-voc,9,Married-civ-spouse,?,Wife,White,Male,-142,2,39,United-States,<=50K
626,36,Private,316773,HS-grad,10,Married-civ-spouse,Tech-support,Husband,Asian-Pac-Islander,Female,-8,2,40,Canada,<=50K
627,41,Self-emp-inc,277232,11th,14,Married-civ-spouse,Machine-op-inspct,Own-child,White,Male,-60,-3,50,United-States,<=50K
628,38,Self-emp-not-inc,269556,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Not-in-family,White,Male,-40,1,40,United-States,<=50K
629,76,Private,405436,Prof-school,14,Married-civ-spouse,Machine-op-inspct,Not-in-family,White,Male,-103,5,40,Philippines,<=50K
630,58,Private,188912,Bachelors,16,Never-married,Farming-fishing,Not-in-family,Amer-Indian-Eskimo,Female,-89,4,40,United-States,<=50K
631,59,Private,300461,HS-grad,10,Married-civ-spouse,Adm-clerical,Husband,White,Female,-105,-3,31,United-States,<=50K
632,32,Federal-gov,381854,Assoc-voc,10,Married-civ-spouse,Transport-moving,Other-relative,White,Male,-129,-1,46,United-States,<=50K
633,49,State-gov,154522,HS-grad,14,Married-civ-spouse,Exec-managerial,Husband,White,Female,-102,2,53,United-States,<=50K
634,53,Private,94431,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,-61,2,35,United-States,<=50K
635,37,Private,236874,Some-college,7,Separated,Machine-op-inspct,Husband,White,Male,-38,-4,36,Mexico,>50K
636,39,Private,46485,Bachelors,9,Married-civ-spouse,Exec-managerial,Not-in-family,White,Male,42,-3,40,Philippines,<=50K
637,36,Private,187858,Assoc-voc,9,Married-civ-spouse,Other-service,Wife,White,Female,-72,4,40,United-States,>50K
638,24,State-gov,112342,HS-grad,14,Divorced,Prof-specialty,Own-child,White,Male,133,6,40,Honduras,<=50K
639,86,Private,359236,10th,5,Married-civ-spouse,Handlers-cleaners,Own-child,White,Female,-123,4,52,United-States,<=50K
640,48,Private,257774,Assoc-voc,9,Never-married,Adm-clerical,Own-child,White,Male,22,6,50,United-States,<=50K
641,46,Local-gov,254239,Bachelors,9,Married-civ-spouse,Exec-managerial,Not-in-family,White,Male,-38,1,52,United-States,<=50K
642,16,?,27932,Assoc-acdm,11,Never-married,Other-service,Unmarried,White,Male,12858,4,47,United-States,<=50K
643,38,?,223031,Prof-school,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,197,-3,40,United-States,>50K
644,44,State-gov,306045,Some-college,14,Married-civ-spouse,Sales,Own-child,White,Male,-142,1,51,United-States,<=50K
645,58,Private,362795,HS-grad,9,Married-civ-spouse,Other-service,Other-relative,White,Male,-64,0,40,United-States,>50K
646,23,State-gov,202627,12th,9,Never-married,Prof-specialty,Own-child,White,Female,5460,4,40,Yugoslavia,<=50K
647,40,Private,167935,5th-6th,14,Married-civ-spouse,Other-service,Not-in-family,White,Male,-152,2,40,United-States,>50K
648,35,Private,240250,9th,10,Married-civ-spouse,Transport-moving,Own-child,White,Male,-104,7,39,United-States,<=50K
649,26,Private,256968,Prof-school,14,Married-civ-spouse,Other-service,Husband,White,Female,-79,-3,40,?,<=50K
650,50,Self-emp-not-inc,184178,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,11,0,30,?,<=50K
651,66,Self-emp-not-inc,306626,Masters,11,Divorced,Prof-specialty,Not-in-family,White,Male,5730,4,34,?,>50K
652,54,?,68049,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,-122,1,65,United-States,<=50K
653,55,Local-gov,294932,HS-grad,10,Married-civ-spouse,Exec-managerial,Other-relative,Black,Female,-78,7,68,United-States,<=50K
654,34,Private,95287,HS-grad,9,Never-married,Exec-managerial,Husband,White,Male,-184,4,22,United-States,<=50K
655,48,Self-emp-not-inc,157585,HS-grad,9,Divorced,Prof-specialty,Not-in-family,White,Male,-69,3,40,United-States,<=50K
656,71,Private,89758,7th-8th,8,Never-married,Other-service,Not-in-family,White,Male,-50,6,13,Mexico,<=50K
657,22,Private,226005,HS-grad,9,Never-married,?,Not-in-family,White,Male,-145,6,12,United-States,>50K
658,27,Private,167541,Bachelors,15,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,-127,6,40,United-States,>50K
659,31,Federal-gov,216229,Doctorate,11,Married-civ-spouse,Craft-repair,Own-child,White,Male,-154,5,40,United-States,>50K
660,22,Private,241417,HS-grad,16,Married-civ-spouse,Other-service,Not-in-family,White,Female,-123,8,51,United-States,<=50K
661,37,Federal-gov,242363,Assoc-acdm,14,Married-civ-spouse,Other-service,Own-child,White,Male,-90,0,49,United-States,<=50K
662,28,Local-gov,68409,Some-college,10,Married-civ-spouse,Craft-repair,Unmarried,Black,Female,-71,3,40,United-States,<=50K
663,70,Local-gov,115786,Bachelors,14,Married-civ-spouse,Other-service,Husband,White,Male,-68,5,51,United-States,<=50K
664,41,?,248454,Masters,14,Widowed,Craft-repair,Not-in-family,Black,Male,401,7,56,United-States,>50K
665,27,Private,242749,HS-grad,11,Married-civ-spouse,Prof-specialty,Not-in-family,Black,Male,13745,2618,40,Cuba,<=50K
666,35,Private,45956,HS-grad,10,Married-civ-spouse,Craft-repair,Not-in-family,White,Female,-111,5,36,Germany,<=50K
667,45,?,178829,Assoc-voc,9,Married-civ-spouse,Handlers-cleaners,Unmarried,White,Female,-37,6,40,Honduras,>50K
668,30,State-gov,217025,Bachelors,10,Married-civ-spouse,Other-service,Unmarried,White,Male,-117,2,40,United-States,>50K
669,24,Private,170557,Bachelors,10,Married-civ-spouse,Exec-managerial,Not-in-family,White,Male,-124,0,40,United-States,<=50K
670,80,Private,153747,Bachelors,11,Married-spouse-absent,Other-service,Not-in-family,Black,Male,-95,-2,40,Mexico,<=50K
671,32,Self-emp-not-inc,341117,Bachelors,9,Married-civ-spouse,Exec-managerial,Husband,Black,Female,-117,3,25,United-States,<=50K
